TotalCasesPer100K,TotalDeathsPer100K,NewPoverty,City,State
1218296.202239409,21222.440263188277,9.22978183077456,Delaware, Iowa
223305.76713819368,4402.611534276387,15.944004352557128,Delaware, New York
718422.5795755968,5266.702586206897,5.121361074270557,Delaware, Ohio
967641.7211901236,20846.26773007307,19.012443287645063,Delaware, Oklahoma
853645.2934410633,42710.30061201596,10.565480205330644,Delaware, Pennsylvania
598755.6673395771,10987.19263990469,16.476387464010326,Delta, Colorado
946630.031597747,24346.75092732518,14.363091083940102,Delta, Michigan
369450.8894044857,7772.621809744779,23.14064191802011,Delta, Texas
308250.10855406,0.0,15.5,Denali Borough, Alaska
519786.71463445976,6231.530258255172,20.868456893228835,Dent, Missouri
704085.2607315048,7089.787680095633,8.741874466448488,Denton, Texas
1001705.4624616968,21245.54326149982,15.08696119339629,Denver, Colorado
1117240.9469355,10969.003912127597,15.243662854850037,Des Moines, Iowa
290880.1569692165,2361.953217241517,12.100897781783129,Deschutes, Oregon
1060253.0180254672,15371.258475276996,32.51481726475939,Desha, Arkansas
388584.95528669126,946.8700683850606,11.1,Deuel, Nebraska
1156749.1826249417,13778.60812704344,10.043624474544606,Deuel, South Dakota
907422.5122349104,7320.554649265905,18.607422512234912,Dewey, Oklahoma
2448099.492030128,21667.54247679103,31.443492730775965,Dewey, South Dakota
696447.8417266187,35521.58273381295,16.6,Dickens, Texas
459304.3936499572,5315.855345497662,23.00967656939596,Dickenson, Virginia
1548780.0039674668,63717.51636580043,6.352152350724063,Dickey, North Dakota
1412847.0588235294,16882.35294117647,8.134558823529412,Dickinson, Iowa
731019.7265421145,11653.272101033292,11.623390042793028,Dickinson, Kansas
923861.6019304118,27193.119016112712,15.321487506810929,Dickinson, Michigan
1161436.2789972925,14884.7899339709,14.437058101712084,Dickson, Tennessee
357036.5902694009,1789.3043827905108,16.54089264173703,Dillingham Census Area, Alaska
1227847.3272616095,33865.41370321501,30.633093038972746,Dillon, South Carolina
952559.6008131584,17667.71391609684,30.211642949547223,Dimmit, Texas
549777.0484785788,9449.577283915383,15.13290051011308,Dinwiddie, Virginia
809420.7090814719,28536.0749920805,18.162064185868044,District of Columbia, District of Columbia
680025.2312867957,9377.628259041212,13.0,Divide, North Dakota
1246100.5942535074,13367.640752312687,23.730588739814987,Dixie, Florida
1069592.36773634,15854.29314830876,10.325654813529924,Dixon, Nebraska
352905.4842473746,4760.793465577596,15.022193698949824,Doddridge, West Virginia
1023424.9632056212,39078.00408298912,22.271295636898827,Dodge, Georgia
731432.7556748841,1352.2089333658776,5.72751769587503,Dodge, Minnesota
1491964.676290464,16595.581802274715,13.155145450568678,Dodge, Nebraska
1511766.6480707703,16615.622829688156,8.940500722962895,Dodge, Wisconsin
274942.39631336404,0.0,14.1,Dolores, Colorado
1086662.3876765084,6854.942233632863,13.750731707317073,Doniphan, Kansas
978444.509175648,21875.910282551704,15.161229245557822,Donley, Texas
889603.6433501744,38760.40703052729,23.85082900448303,Dooly, Georgia
964799.7667893452,8712.60430710928,8.440443829027439,Door, Wisconsin
707568.0849749892,11319.70604582227,15.529626999320694,Dorchester, Maryland
929364.0749822035,14720.26681431095,11.825815339186375,Dorchester, South Carolina
1152872.5333799524,62934.594960774455,31.184991586722315,Dougherty, Georgia
607397.6444195177,8978.936872935752,3.6517158970524086,Douglas, Colorado
959116.530623894,15513.157143672584,14.25597993606941,Douglas, Georgia
1126217.8517397882,16646.49520927887,12.183252647503782,Douglas, Illinois
745229.4450197782,4333.39558256795,20.48910666689303,Douglas, Kansas
1018202.2715567482,15331.652706622212,8.476791087257054,Douglas, Minnesota
601008.139795385,18109.177805989097,20.567321335225152,Douglas, Missouri
1352411.1070281204,13580.895969845698,13.710200361647864,Douglas, Nebraska
454706.9197178367,3875.545851528384,9.858771414175344,Douglas, Nevada
162631.0701271659,3702.498698594482,17.025994645645866,Douglas, Oregon
1559931.9727891155,29795.91836734694,8.2,Douglas, South Dakota
1020729.3334975976,7024.762843415055,13.692196624368608,Douglas, Washington
872999.5632485116,5542.1465186309,14.195152058478724,Douglas, Wisconsin
1055612.6051559746,15915.43565787074,28.03730482723791,Doña Ana, New Mexico
958603.6519871106,14248.12030075188,24.251036519871107,Drew, Arkansas
933761.6679508836,21423.20561993333,6.784188357053784,DuPage, Illinois
1341190.212133368,19957.9980650794,10.061261473843178,Dubois, Indiana
1516423.1498068778,20801.275745306564,12.267186836627973,Dubuque, Iowa
497314.7736808332,3075.176464781085,12.645811737992991,Duchesne, Utah
371560.0578871202,324.1678726483358,8.398622286541245,Dukes, Massachusetts
616410.5106593951,21715.418939018346,10.5,Dundy, Nebraska
940368.8723507524,8386.99239605242,26.66904707976056,Dunklin, Missouri
1077098.1834904577,20326.511841802712,10.6,Dunn, North Dakota
973490.7365567104,4663.352914595572,13.766294622684136,Dunn, Wisconsin
1314982.3083403537,25855.096882898066,26.19527379949452,Duplin, North Carolina
878499.65931564,9912.086816346202,17.069692719325943,Durham, North Carolina
769375.85606304,19535.99269492872,9.282609871992154,Dutchess, New York
1096000.1885875994,13269.549790963802,16.168859911210326,Duval, Florida
1138577.9254853944,38114.39566206053,25.671112471576,Duval, Texas
1544642.5260258005,24333.130248205343,18.2278058859368,Dyer, Tennessee
1029222.3504448498,6382.384692699997,7.740308230651825,Eagle, Colorado
1580182.6045170592,100836.13647284958,27.266544930321963,Early, Georgia
533586.8256920888,12742.09432104169,17.358573148046833,Eastland, Texas
521386.7349382056,10066.67526200431,10.90775238060155,Eaton, Michigan
1132780.2086181976,9528.460366449191,15.104572801500176,Eau Claire, Wisconsin
1844377.960608327,15183.24607329843,28.246497132884567,Echols, Georgia
1134714.017875488,21046.075611259505,12.274989084651736,Ector, Texas
967693.201626961,15188.491539450282,14.641015618121951,Eddy, New Mexico
2198621.2839293405,30934.941835415768,13.2,Eddy, North Dakota
775623.4732716015,24808.271317389084,15.34149292734193,Edgar, Illinois
921552.0432336392,23793.307669529167,24.5211078620077,Edgecombe, North Carolina
937659.6543951916,17111.194590533432,15.605281743050336,Edgefield, South Carolina
673356.5448064329,29030.920998093345,20.015361021304816,Edmonson, Kentucky
1136338.4537899774,14127.42382271468,5.98368169226895,Edmunds, South Dakota
682207.00152207,10015.220700152207,11.574885844748858,Edwards, Illinois
944263.4080108622,0.0,10.2683638832315,Edwards, Kansas
1096494.5523448605,18569.39838938892,7.0,Edwards, Texas
781088.514022457,10683.69331021073,9.557920367158898,Effingham, Georgia
1330043.3204542794,16467.626741599346,11.471911954103737,Effingham, Illinois
374134.5296327325,2066.3189471123965,9.83341891198011,El Dorado, California
731945.1236318696,12110.23286002614,11.028643828186825,El Paso, Colorado
1612266.2833527983,27045.189111490432,21.68624418291259,El Paso, Texas
468223.8423003299,5453.508736203316,4.747216226123081,Elbert, Colorado
1249730.4023226877,21116.756532559102,22.396111571961843,Elbert, Georgia
454126.3076327005,0.0,13.5,Elk, Kansas
490832.0067574153,7017.315876677171,9.370228387641728,Elk, Pennsylvania
1551294.080542469,23752.2422187617,13.870290847805087,Elkhart, Indiana
916860.4540160758,8230.711953720145,11.439834278404645,Elko, Nevada
1165724.1470861544,1048.718969865923,34.10440727465817,Elliott, Kentucky
1360840.8075631124,16660.317900058868,17.363386085812238,Ellis, Kansas
713505.6070209653,1535.8361774744028,17.185348610433934,Ellis, Oklahoma
1116935.6214806328,15821.612266289643,10.61003766179948,Ellis, Texas
1734781.2351919126,6712.99952614121,11.516363923550784,Ellsworth, Kansas
1211585.523960044,19795.280840607986,13.58237538431145,Elmore, Alabama
656568.3135102165,5455.169258920402,14.77576623970723,Elmore, Idaho
1320407.0749266732,38992.08959203627,29.21622522442449,Emanuel, Georgia
575744.4764649376,6609.029779058597,12.95971181556196,Emery, Utah
1375199.2547355343,41269.01977021012,14.093799813683884,Emmet, Iowa
475644.36897325487,11704.772878888956,10.724661895809328,Emmet, Michigan
1556063.7356152255,44821.48126290941,11.9,Emmons, North Dakota
1448498.635122839,111428.57142857143,30.76009099181074,Emporia city, Virginia
904261.7515116052,11866.101033742929,22.863584942461475,Erath, Texas
652268.6811075817,25313.665117235483,15.231464131299411,Erie, New York
775314.7845931351,22084.676723851982,12.981843994215128,Erie, Ohio
474979.6611877866,9435.0489931388,16.7414274606363,Erie, Pennsylvania
1223768.6398554,18633.21017516813,23.66092607851997,Escambia, Alabama
1232813.8511376982,21710.48386055936,14.589440637059408,Escambia, Florida
242105.26315789472,0.0,6.8,Esmeralda, Nevada
1211238.6255252236,51472.81726084603,10.813322248859327,Essex, Massachusetts
1157106.250491941,80350.22444999445,16.722814939011823,Essex, New Jersey
238662.93516072503,7122.1196348704,8.774582167237726,Essex, New York
160631.95228115428,80.60615831049492,15.51359019829115,Essex, Vermont
541171.1630424975,4141.477939186141,12.3465307227285,Essex, Virginia
581595.0493672646,6.953135864274787,30.42660965095257,Estill, Kentucky
1345812.1630531745,19371.29116084241,17.921152503587635,Etowah, Alabama
256539.35185185185,0.0,10.0,Eureka, Nevada
1073421.9577949245,18992.284094078277,26.280198940224967,Evans, Georgia
624124.5213983664,3400.9457068308825,7.669004608571343,Fairbanks North Star Borough, Alaska
682570.5514166325,14730.596390205288,6.150731170819016,Fairfax, Virginia
217446.98897370647,9779.474130619168,7.848668363019509,Fairfax city, Virginia
998949.9940886366,47502.87123361707,8.772200441663289,Fairfield, Connecticut
832767.3138603276,9228.77921940789,9.96254240196402,Fairfield, Ohio
1073924.2609760363,44669.40703165996,21.281436942452338,Fairfield, South Carolina
819209.7891788294,21878.22497420021,14.85670057496683,Fall River, South Dakota
966871.7948717948,4888.888888888889,5.8,Fallon, Montana
229675.6483421224,13963.736184353103,2.9485732861373983,Falls Church city, Virginia
945797.9061831224,13806.466539418128,25.065515645786338,Falls, Texas
902389.705882353,25886.437908496733,15.79264705882353,Fannin, Georgia
792360.9672359191,22458.34196584485,15.76937875514251,Fannin, Texas
771609.6233710439,6902.477445224115,11.496777889159388,Faribault, Minnesota
1817361.4095401808,54834.5509239364,10.9,Faulk, South Dakota
884323.3126102801,9806.071799607524,16.61983146715918,Faulkner, Arkansas
553628.3366956115,8158.641054878227,6.14963307312224,Fauquier, Virginia
1152104.2204478595,21792.639731044004,18.11470853094795,Fayette, Alabama
667752.4341377623,13473.428462640291,6.31432469675267,Fayette, Georgia
1322711.5559599637,26515.01364877161,17.759831665150138,Fayette, Illinois
1271121.8304448049,27870.74191069752,18.318270297959533,Fayette, Indiana
833169.4721684294,10283.529470182231,12.952460400218484,Fayette, Iowa
1048886.8931068296,8180.978645484579,19.456324636871685,Fayette, Kentucky
745266.7573886039,11277.434662758644,17.652119752957187,Fayette, Ohio
563031.6911985582,10198.257735055571,18.767068939621502,Fayette, Pennsylvania
1225340.6548708563,17881.838519422414,14.53575350823673,Fayette, Tennessee
735564.635660778,23558.86712334255,9.076805672395146,Fayette, Texas
532390.9241738039,14999.327384422222,19.94440159634097,Fayette, West Virginia
1299810.4793756967,19113.71237458194,23.141014492753623,Fentress, Tennessee
819811.0708925576,11662.399576233778,14.720040610929637,Fergus, Montana
245071.35306553912,3210.887949260042,21.164230972515856,Ferry, Washington
589536.6146458584,1733.4933973589436,11.30031212484994,Fillmore, Minnesota
853810.4586828484,15241.834731393896,9.86061038729252,Fillmore, Nebraska
2446642.585653826,19454.403321023263,16.201525729843382,Finney, Kansas
782967.7419354839,29574.1935483871,17.299096774193547,Fisher, Texas
571067.942674856,8116.935675855831,13.363117649859545,Flagler, Florida
1065833.5673499953,7418.848221993406,13.604691774054311,Flathead, Montana
566448.5015501205,3286.2555976575954,19.517561143644507,Fleming, Kentucky
1223341.0569017662,36215.59583360402,19.69268787399756,Florence, South Carolina
1180891.1345888835,32751.492880110243,8.414997703261369,Florence, Wisconsin
1183816.8983425072,19008.82130381151,18.21546786080791,Floyd, Georgia
908817.876335299,27918.04500464168,10.92255462140924,Floyd, Indiana
1021617.203219316,23214.28571428572,15.588103621730385,Floyd, Iowa
596541.7790477207,4513.045103746628,30.650233663577858,Floyd, Kentucky
1071224.5926423653,52192.17201411053,18.1976146480766,Floyd, Texas
460202.64204181096,16621.777606771837,12.027529819161217,Floyd, Virginia
485326.8987705389,10149.756788846758,6.064100501742694,Fluvanna, Virginia
579349.3635077793,32956.15275813296,5.7,Foard, Texas
1345357.6536509865,9166.160537607022,8.513453890009993,Fond du Lac, Wisconsin
974959.168522643,34832.96213808464,15.652561247216036,Ford, Illinois
2779182.295573893,7784.638467309135,16.23198684286456,Ford, Kansas
809799.6751488901,10489.983757444505,14.332227937195452,Forest, Pennsylvania
1308920.8633093524,34299.94465965689,17.521106806862203,Forest, Wisconsin
1126354.5856135031,28240.258455858115,27.638229049911,Forrest, Mississippi
797173.2134406058,6819.214387127307,6.498598674869853,Forsyth, Georgia
828603.3847139499,9355.742449003968,19.30310998420033,Forsyth, North Carolina
796885.6696667655,10281.675688516363,8.148479311125199,Fort Bend, Texas
1834207.353827607,51326.10006027728,7.1,Foster, North Dakota
1005174.4885679904,16275.57160048135,12.63225631768953,Fountain, Indiana
1804478.369886057,26343.35227092392,23.049223981972258,Franklin, Alabama
834505.4204347582,14368.364882323203,21.91345278885581,Franklin, Arkansas
1403862.9550321198,8188.436830835118,21.465361884368303,Franklin, Florida
1210869.759942673,19056.78968111788,25.541073987817985,Franklin, Georgia
829710.3658536584,7560.975609756097,12.26265243902439,Franklin, Idaho
964299.5267416416,14360.592336267877,19.896707546689736,Franklin, Illinois
732423.9106634553,29025.618567987734,9.87326910444493,Franklin, Indiana
1264710.4396668605,34563.23842727097,15.592397830718571,Franklin, Iowa
854388.843314192,8148.755810773859,12.49389429274581,Franklin, Kansas
604630.8711401068,6842.242190157897,13.477510056234864,Franklin, Kentucky
198001.7894422905,2627.8291413990787,12.463382708685424,Franklin, Maine
293906.32490201056,29856.470123790998,11.019138256774667,Franklin, Massachusetts
1028036.5414307772,19969.119917653115,17.859572825527536,Franklin, Mississippi
829319.5199828147,15304.697645806686,10.635863611065002,Franklin, Missouri
832991.0566412719,8413.381914541238,13.261377939715135,Franklin, Nebraska
193704.70482234497,1909.7426254554,18.57504602969405,Franklin, New York
764221.9647386716,14032.505558513138,16.480753452541258,Franklin, North Carolina
935909.093447424,13210.057861663316,17.36008646142383,Franklin, Ohio
723211.9631641209,19738.828650418614,10.376380201695392,Franklin, Pennsylvania
1053639.1525955987,15827.233857525907,15.188477425900428,Franklin, Tennessee
593758.8119184134,18695.366105837016,15.127117210264124,Franklin, Texas
166035.72599147822,7511.881350376926,8.026737135365455,Franklin, Vermont
533182.2947207562,5158.412850720543,14.807626561472716,Franklin, Virginia
1638693.281271038,19525.60477536915,16.069286611911494,Franklin, Washington
1364506.839452844,35985.12119030477,16.475557955363573,Franklin city, Virginia
719395.3800207229,17753.397939903698,7.253228500030475,Frederick, Maryland
640795.3785925714,5641.888666093765,5.619552659218944,Frederick, Virginia
651544.3397902969,5377.643504531722,19.72779811622534,Fredericksburg city, Virginia
917472.810999706,6247.754662137888,11.752219210294262,Freeborn, Minnesota
713641.4537310394,13142.624452814822,16.840018324340832,Freestone, Texas
976882.4703332548,4832.514323726959,12.604763846269393,Fremont, Colorado
864388.2380324308,11622.31360074482,11.79772674373497,Fremont, Idaho
839312.8131710809,8332.140300644238,11.017738010021471,Fremont, Iowa
1267809.8825395252,19908.80705754077,13.660596223422708,Fremont, Wyoming
996634.5757994928,12306.199156868555,25.507567804564765,Fresno, California
1468309.7854526427,14238.618524332813,20.54794871794872,Frio, Texas
631478.6585365854,4153.963414634147,10.9,Frontier, Nebraska
831822.6926893814,27638.107839894143,22.94227588488257,Fulton, Arkansas
941804.6950772946,16500.36618435898,16.38990766216029,Fulton, Georgia
684605.2668401758,9347.102118489913,16.56549967816864,Fulton, Illinois
832006.3066614111,15288.72684272763,13.326616081986598,Fulton, Indiana
875443.3615593545,10832.401342067422,25.45833200191724,Fulton, Kentucky
389209.5264572329,16004.07747196738,16.04331387267167,Fulton, New York
710892.2829581994,10310.6676754303,10.583189899754114,Fulton, Ohio
524372.9068416377,8748.547604401614,11.457610552935549,Fulton, Pennsylvania
883734.9397590361,12505.19318653926,13.5,Furnas, Nebraska
1582438.791663956,24092.988961897947,24.96900873940104,Gadsden, Florida
963105.5843195266,9712.46301775148,9.11956823224852,Gage, Nebraska
792196.6916385941,18080.345919855197,10.993116798230178,Gaines, Texas
2038450.206246317,105627.57807896288,21.228461991750144,Galax city, Virginia
773746.6513585916,11213.164944508228,16.584672789896672,Gallatin, Illinois
665603.3287101248,28629.21867776237,13.395099398982891,Gallatin, Kentucky
1158517.0698777956,4094.983768973425,14.30853841342956,Gallatin, Montana
584776.3467205244,11118.10085090885,21.022984471741218,Gallia, Ohio
1160061.522367241,13424.08090066753,14.17773239015642,Galveston, Texas
577783.5859905906,2665.9696811291165,11.7,Garden, Nebraska
852146.0005177323,5714.039175079817,9.565487962723273,Garfield, Colorado
829465.9300184163,17219.15285451197,5.1,Garfield, Montana
710623.0847803882,15015.321756894791,7.2,Garfield, Nebraska
1142003.4924144116,10767.209753127952,13.578274939523558,Garfield, Oklahoma
785916.3346613545,20896.414342629483,13.117749003984065,Garfield, Utah
437556.15453728667,8894.87870619946,11.7,Garfield, Washington
851343.9598342755,20941.078025185216,19.17712717105129,Garland, Arkansas
679089.7480552653,4034.598862185069,18.20903285730872,Garrard, Kentucky
489324.4342051769,12911.641143786424,11.453259249220762,Garrett, Maryland
1049288.313934633,10482.505134950092,17.08573745090267,Garvin, Oklahoma
569342.6324380471,31503.190384330017,13.5,Garza, Texas
564472.8823887873,29142.12201232311,11.965427584806012,Gasconade, Missouri
1048430.4995585124,16412.129932865842,16.586872631967445,Gaston, North Carolina
459348.3320403413,12266.183949659511,12.408714765968451,Gates, North Carolina
657282.9366409655,4905.576042015868,14.947387976310202,Geary, Kansas
543580.5953458651,15128.60109697002,6.528560626231429,Geauga, Ohio
1008059.3471810088,12801.186943620178,20.66315133531157,Gem, Idaho
685705.8369698282,28918.105242150403,20.1621038694902,Genesee, Michigan
545246.5961699438,12101.74761262108,12.811898457385926,Genesee, New York
918677.5553213909,12855.63751317176,22.471673189823875,Geneva, Alabama
1138875.5980861243,45185.4066985646,18.101166267942585,Gentry, Missouri
1122658.738585687,21495.00955616904,14.806774262051391,George, Mississippi
1063206.4193891755,22849.42274625399,18.70214197985753,Georgetown, South Carolina
1084590.4274318372,18008.0962019288,10.775122038337898,Gibson, Indiana
1315371.1754906345,24903.49843565885,17.23939498598188,Gibson, Tennessee
1162852.5731489323,38489.03942045348,21.82473609935084,Gila, Arizona
937054.272584492,21470.53690884765,19.884590774242337,Gilchrist, Florida
1140745.5898566702,30381.753031973534,16.030464443219405,Giles, Tennessee
427461.9078674335,2163.9888539752183,11.2876385842177,Giles, Virginia
679062.4156675276,13022.861328501484,12.441107984116584,Gillespie, Texas
245602.0942408377,3979.057591623037,9.9,Gilliam, Oregon
1016245.6946039036,18676.97710542311,18.83365300195853,Gilmer, Georgia
558615.2919927754,3419.626730885009,24.641721854304635,Gilmer, West Virginia
257914.7246677024,2520.2831002934577,5.6,Gilpin, Colorado
1298157.4906777802,20348.029538641516,33.09188418512832,Glacier, Montana
1081215.4277487306,13040.842615746002,17.877487307721452,Glades, Florida
512383.5097141052,12312.430895593112,20.26865424103617,Gladwin, Michigan
704889.3293690123,26032.375289065083,11.5,Glascock, Georgia
621549.2957746478,7394.366197183098,11.6,Glasscock, Texas
771347.7716126724,6629.676033649544,19.574859495256845,Glenn, California
772913.6636327443,26695.08394766827,8.120593605425368,Gloucester, New Jersey
351270.419873093,4344.53894964223,8.693298231402729,Gloucester, Virginia
1154120.790252435,27344.938718295853,19.36562593599865,Glynn, Georgia
799447.9039609681,25441.35584515632,20.07642678307761,Gogebic, Michigan
662516.7336010709,7764.390896921017,18.2,Golden Valley, Montana
1395665.9619450318,4334.038054968288,9.4,Golden Valley, North Dakota
585153.1291611185,19094.540612516645,16.384527296937414,Goliad, Texas
1433364.1404805914,23616.11051658721,17.228397704056817,Gonzales, Texas
497038.10727830953,9120.462344229729,5.173771898139788,Goochland, Virginia
746831.245394252,13299.232736572889,10.825378213186529,Goodhue, Minnesota
1014857.7101257443,12084.712111184645,15.90804765056254,Gooding, Idaho
1290472.1395151,22196.228555224727,18.896164752587552,Gordon, Georgia
777646.709696565,12864.4558201647,13.25718525113139,Goshen, Wyoming
1005002.4764735018,12481.426448736998,5.699999999999999,Gosper, Nebraska
1571352.5835866262,94186.9300911854,9.016185410334346,Gove, Kansas
946590.5461513894,23942.031299904185,25.3144801980198,Grady, Georgia
954322.8275468712,10062.372357454324,12.474274622362056,Grady, Oklahoma
170434.58781362008,1187.2759856630823,11.291907482078852,Grafton, New Hampshire
1208604.774535809,20586.206896551725,21.07182228116711,Graham, Arizona
954314.7208121828,11167.51269035533,12.272042171026945,Graham, Kansas
649599.1634715929,17195.306146160103,19.05346810735448,Graham, North Carolina
936805.8582512422,13477.464911515995,18.71396129369715,Grainger, Tennessee
547238.5587778003,3461.096464544041,13.129162441695398,Grand, Colorado
570924.1408214585,2367.9798826487845,12.654316848281644,Grand, Utah
1687002.709254242,11089.405389990015,18.668836446599173,Grand Forks, North Dakota
127251.79856115108,0.0,7.478992805755396,Grand Isle, Vermont
397483.0632961347,6337.287057946548,9.76464339742606,Grand Traverse, Michigan
614660.0124766064,5208.98315658141,9.9,Granite, Montana
741823.4122593494,10146.050011064395,14.469849524231025,Grant, Arkansas
1013782.444723804,24217.99896472676,19.67736301116616,Grant, Indiana
1542431.3115603938,25725.764644893727,10.0400466562986,Grant, Kansas
629096.7741935484,7677.419354838709,21.60559677419355,Grant, Kentucky
774455.5124092521,18959.98649333108,10.6212730035455,Grant, Minnesota
359237.5366568915,40762.46334310851,21.1,Grant, Nebraska
378292.57980410114,6838.841519272778,22.07180255091255,Grant, New Mexico
857896.9417679096,31922.915793883534,12.8,Grant, North Dakota
955136.8326603858,12651.413189771198,9.628802153432032,Grant, Oklahoma
257331.113885421,1303.925648494937,13.635802469135802,Grant, Oregon
1337543.8104584329,38174.68105986261,7.616458713023973,Grant, South Dakota
1088242.3463926355,10716.12074502248,15.866402269321345,Grant, Washington
770812.9872355007,19138.18212970102,12.753379593934724,Grant, West Virginia
1106381.662865757,21425.534382126705,15.752427428394729,Grant, Wisconsin
1029781.3787327145,21467.275182469275,14.132203476744785,Granville, North Carolina
1083494.2762409544,23062.029574771896,18.997504779883347,Gratiot, Michigan
1007694.7851525808,26388.25518666631,19.258071875251616,Graves, Kentucky
1116172.551632245,12724.850099933376,8.44636908727515,Gray, Kansas
905665.8827628256,18530.615800017425,14.397892169671632,Gray, Texas
363223.8922943432,4755.50703949394,16.194931004562378,Grays Harbor, Washington
710884.4578820467,20938.420911630757,25.728833862757853,Grayson, Kentucky
750995.6716820193,18314.49273064544,14.370549997621804,Grayson, Texas
729876.4960529667,24146.93149987268,20.48794881589,Grayson, Virginia
916115.7024793389,0.0,11.5,Greeley, Kansas
819745.4844006568,5008.210180623973,9.8,Greeley, Nebraska
960874.6830858384,17910.17747193046,19.00994204998189,Green, Kentucky
808744.4736770728,4266.456915023461,8.90560904825192,Green, Wisconsin
1127831.4217124567,7751.400373432915,11.44102960789544,Green Lake, Wisconsin
457360.0202685584,9841.511133631731,17.83431861047772,Greenbrier, West Virginia
1282714.1685222078,50158.20930505098,38.76859252314543,Greene, Alabama
1228307.3511776817,13745.276828744034,15.780826752947032,Greene, Arkansas
1058893.1388955296,36194.11905331102,21.967875926368635,Greene, Georgia
991398.0918037712,34738.18646232439,17.83163548944482,Greene, Illinois
775995.189787549,40489.03826585675,12.870309271992848,Greene, Indiana
845876.6305549414,6157.417643157197,10.016239221755471,Greene, Iowa
1009535.5409028332,34120.71589015289,15.0771610752844,Greene, Mississippi
961038.0144999808,13441.600786723347,19.53687661067308,Greene, Missouri
445644.577430897,11638.174551693834,11.76732229917767,Greene, New York
1114701.552780284,18709.340424521582,26.07113823068521,Greene, North Carolina
689395.4193841954,9405.126649476715,12.837845593811618,Greene, Ohio
503615.6194761369,4767.261235202743,14.458712303819166,Greene, Pennsylvania
962349.678925861,19840.92235843549,17.131138353765326,Greene, Tennessee
463280.07078540575,4382.449383230105,9.35520220683912,Greene, Virginia
509158.8385994876,7344.150298889837,11.545356532877882,Greenlee, Arizona
1805505.7728760983,31363.088057901088,12.650637601240737,Greensville, Virginia
754629.0125513718,6533.933133399978,16.49695101632789,Greenup, Kentucky
1197015.4915445046,19003.45072318348,13.391196984900027,Greenville, South Carolina
788019.9132808737,2826.4011562550186,12.47363096193994,Greenwood, Kansas
1022947.6572212456,24163.70157614209,23.92257612780612,Greenwood, South Carolina
941342.6387504154,43486.20804253905,18.70423728813559,Greer, Oklahoma
845100.5656310271,20725.758091440985,17.867216090500968,Gregg, Texas
1403302.4471370871,66191.49441672605,15.263411736754572,Gregory, South Dakota
1540240.4228448477,47195.84639131858,24.355353384162026,Grenada, Mississippi
1527416.5202108964,12434.094903339192,8.0,Griggs, North Dakota
1246414.211565173,29845.017910665985,20.92224943343812,Grimes, Texas
927920.0524506784,10102.715912025906,9.41476566069974,Grundy, Illinois
1066642.383033835,18309.859154929574,5.754719119313583,Grundy, Iowa
829611.3144100484,27514.5880723964,20.522450796162595,Grundy, Missouri
1165858.2229208774,19979.04034733139,28.40601092896175,Grundy, Tennessee
1130614.550384094,13511.07094441934,13.0,Guadalupe, New Mexico
745058.287880495,12949.916826276269,10.759198483653549,Guadalupe, Texas
559755.4168569543,7857.614045770539,20.35061145785761,Guernsey, Ohio
717274.0754490069,11760.12235183112,17.28404418432435,Guilford, North Carolina
1435416.4065426397,24435.01061306031,15.425209139717817,Gulf, Florida
786648.1652790627,12204.748689485046,14.59937095282146,Gunnison, Colorado
1178572.768192048,31920.480120030006,10.101153413353336,Guthrie, Iowa
1081231.2771221884,13270.011708470323,12.122958040527935,Gwinnett, Georgia
1178262.9558541267,33973.128598848365,17.200000000000003,Haakon, South Dakota
1342581.7038151238,44664.752267651216,17.247524955558596,Habersham, Georgia
131769.8068584943,0.0,8.4,Haines Borough, Alaska
1576978.992997666,54638.21273757919,26.228476158719573,Hale, Alabama
2143968.488429345,53091.783242100384,19.365615315550148,Hale, Texas
861646.2715105162,14843.21223709369,26.650162523900573,Halifax, North Carolina
505732.2295175564,11809.87724807308,18.89399086497288,Halifax, Virginia
1597315.220491017,23761.698597464547,16.191173618852567,Hall, Georgia
1555594.2057387356,30008.32884229092,13.563580095700033,Hall, Nebraska
891489.3617021277,30593.16569954868,22.2,Hall, Texas
1254100.685417159,20726.38462144489,19.86922240605058,Hamblen, Tennessee
1643208.315774687,16062.649248489955,26.243489254108724,Hamilton, Florida
810606.6109698511,14372.200024216008,13.8517374984865,Hamilton, Illinois
959225.282301162,16301.297761933823,5.00069263482161,Hamilton, Indiana
1243740.5433853036,17630.419051378198,9.389665153608314,Hamilton, Iowa
965356.7340709652,0.0,9.3,Hamilton, Kansas
1031773.9643676904,44092.25051918242,7.15947098043502,Hamilton, Nebraska
318618.16616444255,4455.445544554455,9.677163151097718,Hamilton, New York
862213.1981704037,11654.216690181684,17.28224304843682,Hamilton, Ohio
1151676.4479439578,11104.405382005643,14.887316583424754,Hamilton, Tennessee
780644.7688564478,25304.136253041364,16.163722627737226,Hamilton, Texas
1183809.8460497377,46658.77178142446,5.544560987988496,Hamlin, South Dakota
901099.9855068756,52620.0584840192,17.158512792313527,Hampden, Massachusetts
395775.9759797019,27279.043654658588,17.805619211275644,Hampshire, Massachusetts
456889.6292499573,7278.3188108662225,16.98161199384931,Hampshire, West Virginia
943117.7115518788,31326.62214691518,18.517133459583373,Hampton, South Carolina
519742.3947745037,5692.268173645004,15.644324978899856,Hampton city, Virginia
